DT_UTC,DT_MT,LAT,LON,DEPTH,DTYPE,MAG,MTYPE,ETYPE,REF_ID,LOCATION,ALGORITHM
2015-09-25T00:58:10.000000Z,2015-09-25T00:58:10.000000Z,54.3153,-117.6448,5,g,2.2,ml,KI,303877,"55 km WSW of Fox Creek, AB",GENLOC
2015-09-25T04:49:46.000000Z,2015-09-25T04:49:46.000000Z,54.342167,-117.562565,4,f,1.35,ml,KI,NA,"38 km WSW of Fox Creek, AB",HYPODD
2015-09-25T20:05:08.000000Z,2015-09-25T20:05:08.000000Z,54.340344,-117.575505,4,f,2.17,ml,KI,NA,"54 km WSW of Fox Creek, AB",HYPODD
2015-09-26T07:39:18.000000Z,2015-09-26T07:39:18.000000Z,53.8486,-117.392,5,g,1.75,ml,SE,NA,"51 km NNE of Hinton, AB",GENLOC
2015-09-30T22:06:41.000000Z,2015-09-30T22:06:41.000000Z,51.1884,-113.9365,3,g,1.58,ml,SE,NA,"6 km SE of Balzac, AB",GENLOC
2015-10-01T00:44:47.000000Z,2015-10-01T00:44:47.000000Z,54.2867,-117.3977,5,g,1.27,ml,SI,NA,"40 km WSW of Fox Creek, AB",GENLOC
2015-10-01T13:45:27.000000Z,2015-10-01T13:45:27.000000Z,54.343648,-117.560417,4,f,1.75,ml,KI,NA,"40 km SW of Little Smoky, AB",HYPODD
2015-10-02T21:42:09.000000Z,2015-10-02T21:42:09.000000Z,51.8497,-115.3001,1,g,2.77,ml,SE,NA,"46 km W of Sundre, AB",GENLOC
2015-10-03T02:25:02.000000Z,2015-10-03T02:25:02.000000Z,51.8287,-115.2559,1,g,3.4,ml,SE,NA,"44 km W of Sundre, AB",GENLOC
2015-10-03T08:12:25.000000Z,2015-10-03T08:12:25.000000Z,51.8285,-115.2862,5,g,1.36,ml,SE,NA,"44 km W of Sundre, AB",GENLOC
2015-10-03T14:02:48.000000Z,2015-10-03T14:02:48.000000Z,54.333687,-117.546965,12,f,1.28,ml,KI,NA,"29 km SW of Fox Creek, AB",HYPODD
2015-10-03T14:06:12.000000Z,2015-10-03T14:06:12.000000Z,54.33741,-117.564233,4,f,1.62,ml,KI,NA,"11 km SW of Fox Creek, AB",HYPODD
2015-10-04T01:18:48.000000Z,2015-10-04T01:18:48.000000Z,51.7853,-115.3979,3,g,1.16,ml,SE,NA,"52 km W of Sundre, AB",GENLOC
2015-10-05T14:17:51.000000Z,2015-10-05T14:17:51.000000Z,54.4528,-117.2799,5,g,1.64,ml,SI,NA,"31 km WNW of Fox Creek, AB",GENLOC
2015-10-05T14:50:08.000000Z,2015-10-05T14:50:08.000000Z,53.3024,-117.142,1,g,1.8,ml,SE,NA,"16 km W of Embarras, AB",GENLOC
2015-10-05T15:20:02.000000Z,2015-10-05T15:20:02.000000Z,54.5097,-117.3177,5,g,2.4,ml,KI,304257,"27 km SW of Little Smoky, AB",GENLOC
2015-10-07T09:46:17.000000Z,2015-10-07T09:46:17.000000Z,54.341825,-117.569189,4,f,1.08,ml,KI,NA,"39 km WSW of Fox Creek, AB",HYPODD
2015-10-11T08:06:53.000000Z,2015-10-11T08:06:53.000000Z,54.341162,-117.551375,4,f,1.55,ml,KI,NA,"56 km SW of Fox Creek, AB",HYPODD
2015-10-14T03:37:16.000000Z,2015-10-14T03:37:16.000000Z,53.8079,-117.2892,5,g,2.04,ml,SE,NA,"61 km NW of Edson, AB",GENLOC
2015-10-17T10:18:21.000000Z,2015-10-17T10:18:21.000000Z,52.2218,-115.2513,5,g,2.09,ml,SE,NA,"9 km SW of Strachan, AB",GENLOC
2015-10-19T00:10:54.000000Z,2015-10-19T00:10:54.000000Z,54.345325,-117.582511,4,f,1.59,ml,KI,NA,"49 km W of Fox Creek, AB",HYPODD
2015-10-24T23:26:26.000000Z,2015-10-24T23:26:26.000000Z,54.343404,-117.565788,4,f,1.98,ml,KI,NA,"41 km WSW of Fox Creek, AB",HYPODD
2015-10-28T22:20:38.000000Z,2015-10-28T22:20:38.000000Z,53.2557,-117.0615,1,g,1.32,ml,SE,NA,"5 km WSW of Oke, AB",GENLOC
2015-10-31T23:01:37.000000Z,2015-10-31T23:01:37.000000Z,53.2725,-116.9638,5,g,1.85,ml,SE,NA,"1 km NE Oke, AB",GENLOC
2015-11-04T12:38:11.000000Z,2015-11-04T12:38:11.000000Z,56.3446,-117.2673,5,g,3.31,ml,SE,NA,"12 km N of Peace River, AB",GENLOC
2015-11-07T11:09:00.000000Z,2015-11-07T11:09:00.000000Z,54.3337126,-117.553939,4,f,2.83,ml,KI,NA,"38 km WSW of Fox Creek, AB",HYPODD
2015-11-08T03:00:22.000000Z,2015-11-08T03:00:22.000000Z,51.8293,-115.5531,1,g,1,ml,SE,NA,"62 km W of Sundre, AB",GENLOC
2015-11-11T15:50:04.000000Z,2015-11-11T15:50:04.000000Z,52.3071,-115.1691,5,g,1.1,ml,SE,NA,"6 km NW of Strachan, AB",GENLOC
2015-11-13T17:38:59.000000Z,2015-11-13T17:38:59.000000Z,52.7835,-117.7376,1,g,1,ml,SE,NA,"25 km SE of Jasper, AB",GENLOC
2015-11-14T13:40:36.000000Z,2015-11-14T13:40:36.000000Z,49.1846,-113.8118,1,g,1.43,ml,SE,NA,"9 km SE of Twin Butte, AB",GENLOC
2015-11-22T22:49:10.000000Z,2015-11-22T22:49:10.000000Z,52.4668,-116.0756,3,g,1.07,ml,SE,NA,"1 km SE of Nordegg, AB",GENLOC
2015-11-22T23:18:15.000000Z,2015-11-22T23:18:15.000000Z,54.1384,-116.8634,5,g,1.74,ml,SE,NA,"30 km S of Fox Creek, AB",GENLOC
2015-11-27T06:47:54.000000Z,2015-11-27T06:47:54.000000Z,54.3413,-116.749,5,g,1.6,ml,SE,NA,"9 km SE of Fox Creek, AB",GENLOC
2015-11-27T09:03:56.000000Z,2015-11-27T09:03:56.000000Z,54.3223,-116.6818,5,g,2.7,ml,KI,306103,"12 km SE of Fox Creek, AB",GENLOC
2015-11-30T09:33:25.000000Z,2015-11-30T09:33:25.000000Z,54.1426,-116.8126,5,g,2.76,ml,SE,NA,"29 km S of Fox Creek, AB",GENLOC
2015-12-02T09:11:54.000000Z,2015-12-02T09:11:54.000000Z,54.4948,-117.26220000000001,5,g,2.2,ml,KI,306273,"31 km NW of Fox Creek, AB",GENLOC
2015-12-03T04:51:29.000000Z,2015-12-03T04:51:29.000000Z,54.34,-116.7304,5,g,2.89,ml,KI,306279,"9 km SE of Fox Creek, AB",GENLOC
2015-12-04T18:09:46.000000Z,2015-12-04T18:09:46.000000Z,52.2765,-115.5946,5,g,1.45,ml,SE,NA,"47 km WSW of Rocky Mountain House, AB",GENLOC
2015-12-07T07:35:02.000000Z,2015-12-07T07:35:02.000000Z,54.33457,-117.552043,8,f,2.72,ml,KI,NA,"35 km WSW of Fox Creek, AB",HYPODD
2015-12-09T06:28:56.000000Z,2015-12-09T06:28:56.000000Z,54.2995,-116.6488,5,g,2.3,ml,KI,306478,"15 km SW of Fox Creek, AB",GENLOC
2015-12-11T09:15:29.000000Z,2015-12-11T09:15:29.000000Z,53.2378,-116.4868,1,g,2.65,ml,SE,NA,"39 km S of Edson, AB",GENLOC
2015-12-21T07:52:30.000000Z,2015-12-21T07:52:30.000000Z,51.9215,-115.2516,3,g,1.4,ml,SE,NA,"24 km NW of Bearberry, AB",GENLOC
2015-12-23T13:01:08.000000Z,2015-12-23T13:01:08.000000Z,54.2647,-116.953,5,g,1.62,ml,SE,NA,"18 km SW of Fox Creek, AB",GENLOC
2015-12-23T22:45:00.000000Z,2015-12-23T22:45:00.000000Z,54.2238,-116.9806,5,g,1.99,ml,SE,NA,"23 km SW of Fox Creek, AB",GENLOC
2015-12-24T00:50:47.000000Z,2015-12-24T00:50:47.000000Z,52.7658,-116.2446,3,g,1.09,ml,SE,NA,"35 km NNW of Nordegg, AB",GENLOC
2016-01-08T03:45:17.000000Z,2016-01-08T03:45:17.000000Z,54.3779,-116.923,5,g,2,ml,KI,307153,"8 km SW of Fox Creek, AB",GENLOC
2016-01-08T07:49:57.000000Z,2016-01-08T07:49:57.000000Z,56.2209,-116.6085,5,g,2.48,ml,SE,NA,"30 km SW of Cadotte Lake, AB",GENLOC
2016-01-09T06:05:13.000000Z,2016-01-09T06:05:13.000000Z,53.8796,-118.3703,5,g,2.23,ml,SE,NA,"48 km E of Grande Cache, AB",GENLOC
2016-01-09T08:56:03.000000Z,2016-01-09T08:56:03.000000Z,54.4152,-117.3183,5,g,1.53,ml,SI,NA,"33 km W of Fox Creek, AB",GENLOC
2016-01-09T09:00:50.000000Z,2016-01-09T09:00:50.000000Z,54.4188,-117.296,5,g,2.18,ml,KI,307153,"31 km W of Fox Creek, AB",GENLOC
2016-01-09T10:40:27.000000Z,2016-01-09T10:40:27.000000Z,54.3692,-117.1654,5,g,1.65,ml,SI,NA,"23 km WSW of Fox Creek, AB",GENLOC
2016-01-09T12:52:48.000000Z,2016-01-09T12:52:48.000000Z,54.2935,-117.3025,5,g,1.72,ml,SI,NA,"34 km WSW of Fox Creek, AB",GENLOC
2016-01-09T15:10:25.000000Z,2016-01-09T15:10:25.000000Z,54.3673,-117.3438,5,g,1.62,ml,SI,NA,"35 km W of Fox Creek, AB",GENLOC
2016-01-09T18:01:41.000000Z,2016-01-09T18:01:41.000000Z,54.4177,-117.341,5,g,2.56,ml,KI,307153,"35 km W of Fox Creek, AB",GENLOC
2016-01-10T02:34:59.000000Z,2016-01-10T02:34:59.000000Z,52.2189,-115.2395,3,g,2.27,ml,SE,NA,"9 km SW of Strachan, AB",GENLOC
2016-01-10T02:35:51.000000Z,2016-01-10T02:35:51.000000Z,52.1683,-115.1947,1,g,1.73,ml,SE,NA,"11 km SW of Strachan, AB",GENLOC
2016-01-10T03:33:43.000000Z,2016-01-10T03:33:43.000000Z,54.3723,-117.1755,5,g,1.97,ml,SI,NA,"24 km W of Fox Creek, AB",GENLOC
2016-01-10T04:21:14.000000Z,2016-01-10T04:21:14.000000Z,54.3733,-117.1666,5,g,1.23,ml,SI,NA,"23 km W of Fox Creek, AB",GENLOC
2016-01-10T05:53:46.000000Z,2016-01-10T05:53:46.000000Z,52.1697,-115.1756,1,g,1.12,ml,SE,NA,"10 km SW of Strachan, AB",GENLOC
2016-01-10T13:27:06.000000Z,2016-01-10T13:27:06.000000Z,54.4059,-117.2574,1,g,2.63,ml,KI,307153,"29 km W of Fox Creek, AB",GENLOC
2016-01-10T21:59:58.000000Z,2016-01-10T21:59:58.000000Z,54.3907,-117.2795,5,g,1.54,ml,SI,NA,"31 km W of Fox Creek, AB",GENLOC
2016-01-11T01:38:42.000000Z,2016-01-11T01:38:42.000000Z,54.4002,-117.3003,5,g,2,ml,KI,307153,"32 km W of Fox Creek, AB",GENLOC
2016-01-12T04:24:02.000000Z,2016-01-12T04:24:02.000000Z,54.3725,-117.132,5,g,1.6,ml,SI,NA,"21 km WSW of Fox Creek, AB",GENLOC
2016-01-12T14:13:17.000000Z,2016-01-12T14:13:17.000000Z,54.4181,-117.3655,5,g,2.4,ml,KI,307153,"36 km W of Fox Creek, AB",GENLOC
2016-01-12T18:27:22.000000Z,2016-01-12T18:27:22.000000Z,54.4184,-117.3592,5,g,4.8,ml,KI,307153,"35 km W of Fox Creek, AB",GENLOC
2016-01-19T23:16:05.000000Z,2016-01-19T23:16:05.000000Z,53.182,-116.684,1,g,2,ml,SE,NA,"20 km SE of Robb, AB",GENLOC
2016-01-20T02:37:59.000000Z,2016-01-20T02:37:59.000000Z,54.1315,-117.8235,5,g,1.79,ml,SE,NA,"72 km SW of Fox Creek, AB",GENLOC
2016-01-21T10:29:50.000000Z,2016-01-21T10:29:50.000000Z,51.8563,-115.3523,1,g,1.29,ml,SE,NA,"50 km WNW of Sundre, AB",GENLOC
2016-01-22T07:59:02.000000Z,2016-01-22T07:59:02.000000Z,56.3244,-117.1629,1,g,2.09,ml,SE,NA,"13 km NE of Peace River, AB",GENLOC
2016-01-22T09:59:35.000000Z,2016-01-22T09:59:35.000000Z,56.2928,-117.1593,1,g,2.22,ml,SE,NA,"10 km NE of Peace River, AB",GENLOC
2016-01-24T04:53:39.000000Z,2016-01-24T04:53:39.000000Z,54.4085,-117.3053,5,g,2.4,ml,KI,307595,"31 km W of Fox Creek, AB",GENLOC
2016-01-27T22:19:40.000000Z,2016-01-27T22:19:40.000000Z,54.4629,-117.2818,5,g,2,ml,KI,307702,"31 km WNW of Fox Creek, AB",GENLOC
2016-01-30T17:18:10.000000Z,2016-01-30T17:18:10.000000Z,54.4228,-117.2987,5,g,2.42,ml,SI,NA,"32 km W of Fox Creek, AB",GENLOC
2016-01-31T10:30:54.000000Z,2016-01-31T10:30:54.000000Z,54.4334,-117.3251,5,g,2.19,ml,SI,NA,"33 km W of Fox Creek, AB",GENLOC
2016-02-02T10:35:55.000000Z,2016-02-02T10:35:55.000000Z,54.3905,-117.2692,5,g,1.82,ml,SI,NA,"30 km W of Fox Creek, AB",GENLOC
2016-02-05T13:48:32.000000Z,2016-02-05T13:48:32.000000Z,52.6568,-116.6326,5,g,2.02,ml,SE,NA,"43 km NW of Nordegg, AB",GENLOC
2016-02-11T02:10:40.000000Z,2016-02-11T02:10:40.000000Z,52.1811,-115.1374,5,g,1.3,ml,SE,NA,"9 km S of Strachan, AB",GENLOC
2016-02-11T08:49:54.000000Z,2016-02-11T08:49:54.000000Z,52.1024,-115.2772,5,g,1.13,ml,SE,NA,"20 km SW of Strachan, AB",GENLOC
2016-02-14T18:39:44.000000Z,2016-02-14T18:39:44.000000Z,52.4482,-115.2467,5,g,1.29,ml,SE,NA,"5 km NE of Horburg, AB",GENLOC
2016-02-15T07:53:16.000000Z,2016-02-15T07:53:16.000000Z,51.7588,-115.9353,5,g,1.74,ml,SE,NA,"41 km NE of Lake Louise, AB",GENLOC
2016-02-19T16:19:07.000000Z,2016-02-19T16:19:07.000000Z,52.1831,-115.1691,1,g,1.18,ml,SE,NA,"9 km SSW of Strachan, AB",GENLOC
2016-02-19T21:34:55.000000Z,2016-02-19T21:34:55.000000Z,51.2377,-115.484,5,g,1.99,ml,SE,NA,"9 km NE of Banff, AB",GENLOC
2016-02-20T01:53:22.000000Z,2016-02-20T01:53:22.000000Z,54.428,-117.2869,5,g,2.11,ml,SI,NA,"31 km W of Fox Creek, AB",GENLOC
2016-02-20T11:16:47.000000Z,2016-02-20T11:16:47.000000Z,52.2013,-114.9596,5,g,1.09,ml,SE,NA,"13 km SE of Strachan, AB",GENLOC
2016-02-21T10:37:39.000000Z,2016-02-21T10:37:39.000000Z,52.0596,-115.2348,5,g,3.38,ml,SE,NA,"39 km SW of Rocky Mountain House, AB",GENLOC
2016-02-21T10:56:22.000000Z,2016-02-21T10:56:22.000000Z,52.1411,-115.2761,5,g,1.49,ml,SE,NA,"16 km SW of Strachan, AB",GENLOC
2016-02-21T20:48:33.000000Z,2016-02-21T20:48:33.000000Z,52.2344,-115.2519,5,g,1.08,ml,SE,NA,"9 km SW of Strachan, AB",GENLOC
2016-02-22T03:48:13.000000Z,2016-02-22T03:48:13.000000Z,52.2541,-115.2171,5,g,1.22,ml,SE,NA,"6 km W of Strachan, AB",GENLOC
2016-02-22T06:21:42.000000Z,2016-02-22T06:21:42.000000Z,52.2455,-115.2641,10,g,1.66,ml,SE,NA,"6 km WSW of Strachan, AB",GENLOC
2016-02-23T17:40:08.000000Z,2016-02-23T17:40:08.000000Z,52.1986,-114.9962,5,g,1.09,ml,SE,NA,"17 km NE of Kananaskis, AB",GENLOC
2016-02-24T09:40:18.000000Z,2016-02-24T09:40:18.000000Z,52.2124,-114.9528,5,g,1.06,ml,SE,NA,"2 km SSE of Congresbury, AB",GENLOC
2016-02-24T10:21:45.000000Z,2016-02-24T10:21:45.000000Z,52.2693,-114.8132,5,g,1.17,ml,SE,NA,"4 km NE of Dovercourt, AB",GENLOC
2016-02-24T23:53:12.000000Z,2016-02-24T23:53:12.000000Z,52.2769,-114.7757,5,g,1.57,ml,SE,NA,"7 km NE of Dovercourt, AB",GENLOC
2016-02-25T16:27:16.000000Z,2016-02-25T16:27:16.000000Z,52.6983,-116.2374,5,g,1.36,ml,SE,NA,"56 km SE of Foothills, AB",GENLOC
2016-02-27T04:17:50.000000Z,2016-02-27T04:17:50.000000Z,54.3824,-117.3096,5,g,2.09,ml,KI,308745,"32 km W of Fox Creek, AB",GENLOC
2016-02-27T20:35:05.000000Z,2016-02-27T20:35:05.000000Z,52.2247,-114.8891,5,g,1.17,ml,SE,NA,"3 km SW of Dovercourt, AB",GENLOC
2016-02-28T10:54:55.000000Z,2016-02-28T10:54:55.000000Z,52.703,-116.2577,3,g,1.38,ml,SE,NA,"93 km WSW of Alder Flats, AB",GENLOC
2016-02-28T20:57:01.000000Z,2016-02-28T20:57:01.000000Z,54.4162,-117.3233,5,g,2.7,ml,KI,308740,"34 km W of Fox Creek, AB",GENLOC
2016-03-01T06:16:39.000000Z,2016-03-01T06:16:39.000000Z,52.2723,-114.9601,5,g,1.01,ml,SE,NA,"5 km N of Congresbury, AB",GENLOC
2016-03-01T19:15:31.000000Z,2016-03-01T19:15:31.000000Z,52.2572,-114.7716,5,g,1.64,ml,SE,NA,"6 km NE of Dovercourt, AB",GENLOC
2016-03-04T05:01:57.000000Z,2016-03-04T05:01:57.000000Z,54.4192,-117.3037,5,g,2.1,ml,KI,308909,"32 km W of Fox Creek, AB",GENLOC
2016-03-04T13:09:50.000000Z,2016-03-04T13:09:50.000000Z,54.4129,-117.3072,5,g,2.09,ml,KI,308931,"32 km W of Fox Creek, AB",GENLOC
2016-03-06T15:42:26.000000Z,2016-03-06T15:42:26.000000Z,52.2668,-114.863,5,g,1.41,ml,SE,NA,"2 km N of Dovercourt, AB",GENLOC
2016-03-06T21:54:32.000000Z,2016-03-06T21:54:32.000000Z,54.3914,-117.2944,5,g,2.03,ml,KI,308981,"32 km W of Fox Creek, AB",GENLOC
2016-03-07T04:29:28.000000Z,2016-03-07T04:29:28.000000Z,52.2209,-114.9358,5,g,1.04,ml,SE,NA,"2 km SE of Congresbury, AB",GENLOC
2016-03-07T18:51:23.000000Z,2016-03-07T18:51:23.000000Z,54.3984,-117.2503,5,g,2,ml,SI,NA,"28 km W of Fox Creek, AB",GENLOC
2016-03-07T23:16:38.000000Z,2016-03-07T23:16:38.000000Z,54.4118,-117.2646,5,g,2.36,ml,KI,309018,"30 km W of Fox Creek, AB",GENLOC
2016-03-08T05:24:34.000000Z,2016-03-08T05:24:34.000000Z,54.3509,-117.604,5,g,2.23,ml,SI,NA,"52 km W of Fox Creek, AB",GENLOC
2016-03-08T08:38:58.000000Z,2016-03-08T08:38:58.000000Z,54.4276,-117.3154,5,g,1.86,ml,SI,NA,"33 km W of Fox Creek, AB",GENLOC
2016-03-08T23:03:54.000000Z,2016-03-08T23:03:54.000000Z,54.3177,-117.4245,5,g,2.16,ml,SI,NA,"41 km W of Fox Creek, AB",GENLOC
2016-03-12T18:03:01.000000Z,2016-03-12T18:03:01.000000Z,49.8822,-113.892,5,g,2.46,ml,SE,NA,"26 km SW of Claresholm, AB",GENLOC
2016-03-16T02:07:26.000000Z,2016-03-16T02:07:26.000000Z,51.8858,-116.7602,3,g,1.71,ml,SE,NA,"79 km SW of Nordegg, AB",GENLOC
2016-03-16T02:38:12.000000Z,2016-03-16T02:38:12.000000Z,55.06,-115.3946,5,g,2.28,ml,SE,NA,"47 km SW of Slave Lake, AB",GENLOC
2016-03-19T16:40:40.000000Z,2016-03-19T16:40:40.000000Z,54.4213,-117.3038,5,g,2.28,ml,KI,309409,"32 km W of Fox Creek, AB",GENLOC
2016-03-21T11:45:23.000000Z,2016-03-21T11:45:23.000000Z,54.4182,-117.3056,5,g,1.75,ml,SI,NA,"32 km W of Fox Creek, AB",GENLOC
2016-03-22T02:58:39.000000Z,2016-03-22T02:58:39.000000Z,54.4449,-117.2634,5,g,1.86,ml,SI,NA,"30 km W of Fox Creek, AB",GENLOC
2016-03-26T05:49:15.000000Z,2016-03-26T05:49:15.000000Z,52.2254,-114.9818,3,g,1,ml,SE,NA,"1 km SW of Congresbury, AB",GENLOC
2016-03-26T13:09:15.000000Z,2016-03-26T13:09:15.000000Z,54.4294,-117.3662,3,g,2,ml,KI,309614,"36 km W of Fox Creek, AB",GENLOC
2016-03-27T06:53:28.000000Z,2016-03-27T06:53:28.000000Z,54.3357,-117.6062,3,g,2.4,ml,KI,309640,"53 km W of Fox Creek, AB",GENLOC
2016-03-30T21:15:30.000000Z,2016-03-30T21:15:30.000000Z,54.4177,-117.3127,5,g,2.45,ml,SI,NA,"33 km W of Fox Creek, AB",GENLOC
2016-04-05T21:25:55.000000Z,2016-04-05T21:25:55.000000Z,54.2539,-117.2011,3,g,1.56,ml,SI,NA,"30 km SW of Fox Creek, AB",GENLOC
2016-04-08T03:18:05.000000Z,2016-04-08T03:18:05.000000Z,53.4985,-119.38,5,g,2.25,ml,SE,NA,"46 km SW of Grande Cache, AB",GENLOC
2016-04-09T16:26:00.000000Z,2016-04-09T16:26:00.000000Z,54.2964,-117.232,3,g,2.27,ml,KI,310104,"30 km SW of Fox Creek, AB",GENLOC
2016-04-10T13:36:57.000000Z,2016-04-10T13:36:57.000000Z,54.4092,-117.3099,5,g,3.2,ml,KI,310110,"33 km W of Fox Creek, AB",GENLOC
2016-04-10T18:33:45.000000Z,2016-04-10T18:33:45.000000Z,54.428,-117.3107,5,g,1.81,ml,SI,NA,"33 km W of Fox Creek, AB",GENLOC
2016-04-14T05:08:24.000000Z,2016-04-14T05:08:24.000000Z,57.0084,-119.063,3,g,2.48,ml,SE,NA,"87 km W of Manning, AB",GENLOC
2016-04-17T02:48:07.000000Z,2016-04-17T02:48:07.000000Z,54.4154,-117.3143,3,g,2.68,ml,KI,310326,"33 km W of Fox Creek, AB",GENLOC
2016-04-19T06:01:47.000000Z,2016-04-19T06:01:47.000000Z,52.2079,-115.2182,3,g,1.16,ml,SE,NA,"8 km SW of Strachan, AB",GENLOC
2016-04-19T13:44:14.000000Z,2016-04-19T13:44:14.000000Z,52.2075,-115.2523,3,g,1.12,ml,SE,NA,"10 km SW of Strachan, AB",GENLOC
2016-04-23T11:03:39.000000Z,2016-04-23T11:03:39.000000Z,54.4151,-117.3299,3,g,3.47,ml,KI,310631,"33 km W of Fox Creek, AB",GENLOC
2016-04-27T20:36:42.000000Z,2016-04-27T20:36:42.000000Z,51.1837,-115.5685,3,g,1.88,ml,SE,NA,"1 km N of Banff, AB",GENLOC
2016-05-03T02:59:18.000000Z,2016-05-03T02:59:18.000000Z,54.4256,-117.329,5,g,1.4,ml,SI,NA,"34 km W of Fox Creek, AB",GENLOC
2016-05-03T13:03:00.000000Z,2016-05-03T13:03:00.000000Z,54.1434,-116.8985,5,g,2.34,ml,SE,NA,"29 km S of Fox Creek, AB",GENLOC
2016-05-04T19:32:24.000000Z,2016-05-04T19:32:24.000000Z,53.3756,-117.2104,5,g,1.68,ml,SE,NA,"24 km E of Hinton, AB",GENLOC
2016-05-05T22:36:31.000000Z,2016-05-05T22:36:31.000000Z,50.7392,-112.7419,3,g,2.26,ml,SE,NA,"20 km SW of Bassano, AB",GENLOC
2016-05-06T20:34:46.000000Z,2016-05-06T20:34:46.000000Z,51.1108,-115.5586,3,g,1.76,ml,SE,NA,"8 km S of Banff, AB",GENLOC
2016-05-12T01:49:08.000000Z,2016-05-12T01:49:08.000000Z,54.2843,-117.2531,3,g,2.06,ml,SI,NA,"32 km SW of Fox Creek, AB",GENLOC
2016-05-14T02:42:19.000000Z,2016-05-14T02:42:19.000000Z,54.3869,-117.3098,3,g,2.11,ml,KI,311389,"33 km W pf Fox Creek, AB",GENLOC
2016-05-16T05:06:05.000000Z,2016-05-16T05:06:05.000000Z,53.0927,-115.9895,1,g,2.6,ml,SE,NA,"42 km SW of Cynthia, AB",GENLOC
2016-05-16T05:06:07.000000Z,2016-05-16T05:06:07.000000Z,53.0838,-116.0129,1,g,2.64,ml,SE,NA,"45 km SW of Cynthia, AB",GENLOC
2016-05-16T21:42:55.000000Z,2016-05-16T21:42:55.000000Z,51.1487,-115.4691,3,g,1.91,ml,SE,NA,"8 km SE of Banff, AB",GENLOC
2016-05-17T03:45:02.000000Z,2016-05-17T03:45:02.000000Z,54.2823,-117.2479,3,g,2.36,ml,KI,311498,"31 SW of Fox Creek, AB",GENLOC
2016-05-25T09:20:04.000000Z,2016-05-25T09:20:04.000000Z,54.4173,-117.2658,3,g,2.01,ml,KI,311841,"30 km W of Fox Creek, AB",GENLOC
2016-05-25T09:31:34.000000Z,2016-05-25T09:31:34.000000Z,54.4257,-117.2879,3,g,2.17,ml,SI,NA,"31 km W of Fox Creek, AB",GENLOC
2016-05-25T09:41:01.000000Z,2016-05-25T09:41:01.000000Z,54.3918,-117.2743,3,g,1.7,ml,SI,NA,"30 km W of Fox Creek, AB",GENLOC
2016-05-31T03:33:24.000000Z,2016-05-31T03:33:24.000000Z,54.4272,-117.5549,3,g,1.62,ml,SI,NA,"48 km W of Fox Creek, AB",GENLOC
2016-05-31T20:33:52.000000Z,2016-05-31T20:33:52.000000Z,51.2277,-115.7775,5,g,1.71,ml,SE,NA,"15 km NW of Banff, AB",GENLOC
2016-06-01T17:42:50.000000Z,2016-06-01T17:42:50.000000Z,54.4157,-117.3059,3,g,1.93,ml,SI,NA,"32 km W of Fox Creek, AB",GENLOC
2016-06-03T20:26:07.000000Z,2016-06-03T20:26:07.000000Z,54.3102,-116.8739,3,g,1.96,ml,SE,NA,"11 km SW of Fox Creek, AB",GENLOC
2016-06-04T09:19:58.000000Z,2016-06-04T09:19:58.000000Z,54.3454,-117.5336,3,g,1.84,ml,SI,NA,"47 km W of Fox Creek, AB",GENLOC
2016-06-05T07:06:08.000000Z,2016-06-05T07:06:08.000000Z,54.3516,-117.4644,3,g,1.41,ml,SI,NA,"43 km W of Fox Creek, AB",GENLOC
2016-06-05T16:04:44.000000Z,2016-06-05T16:04:44.000000Z,54.3738,-117.4501,3,g,1.69,ml,SI,NA,"42 km W of Fox Creek, AB",GENLOC
2016-06-09T11:55:41.000000Z,2016-06-09T11:55:41.000000Z,54.4162,-117.3134,3,g,2.4,ml,KI,312472,"33 km W of Fox Creek, AB",GENLOC
2016-06-10T02:18:29.000000Z,2016-06-10T02:18:29.000000Z,51.4259,-111.8721,3,g,2.32,ml,SE,NA,"16 km SW of Sheerness,AB",GENLOC
2016-06-10T06:16:38.000000Z,2016-06-10T06:16:38.000000Z,54.4174,-117.3505,5,g,1.55,ml,SI,NA,"35 km W of Fox Creek, AB",GENLOC
2016-06-11T06:38:33.000000Z,2016-06-11T06:38:33.000000Z,54.3242,-117.3485,3,g,1.82,ml,SI,NA,"36 km WSW of Fox Creek, AB",GENLOC
2016-06-11T10:24:10.000000Z,2016-06-11T10:24:10.000000Z,54.3289,-117.3429,3,g,1.91,ml,SI,NA,"35 km WSW of Fox Creek, AB",GENLOC
2016-06-12T02:38:29.000000Z,2016-06-12T02:38:29.000000Z,52.7218,-116.2124,3,g,1.04,ml,SE,NA,"30 km NNW of Nordegg, AB",GENLOC
2016-06-12T09:38:48.000000Z,2016-06-12T09:38:48.000000Z,54.2537,-117.4292,3,g,1.96,ml,SI,NA,"43 km WSW of Fox Creek, AB",GENLOC
2016-06-14T10:29:00.000000Z,2016-06-14T10:29:00.000000Z,54.3568,-117.5485,3,g,2.02,ml,SI,NA,"47 km W of Fox Creek, AB",GENLOC
2016-06-14T18:10:19.000000Z,2016-06-14T18:10:19.000000Z,54.3044,-117.5455,3,g,2.32,ml,SI,NA,"49 km WSW of Fox Creek, AB",GENLOC
2016-06-16T05:55:05.000000Z,2016-06-16T05:55:05.000000Z,54.2529,-117.3335,3,g,2.09,ml,SI,NA,"37 km SW of Fox Creek, AB",GENLOC
